id,visitors
air_00a91d42b08b08d9_2017-04-23,2.0000000000000004
air_0164b9927d20bcc3_2017-04-23,7.310515536767582
air_0241aa3964b7f861_2017-04-23,8.154695622190992
air_0328696196e46f18_2017-04-23,8.221348973720904
air_034a3d5b40d5b1b1_2017-04-23,26.19342508727715
air_036d4f1ee7285390_2017-04-23,18.233564276940314
air_0382c794b73b51ad_2017-04-23,36.678999670736374
air_03963426c9312048_2017-04-23,16.503911327356356
air_04341b588bde96cd_2017-04-23,39.212767477393676
air_049f6d5b402a31b2_2017-04-23,2.979078016663625
air_04cae7c1bc9b2a0b_2017-04-23,18.209367072747977
air_0585011fa179bcce_2017-04-23,4.020074382153393
air_05c325d315cc17f5_2017-04-23,27.736456837179116
air_0647f17b4dc041c8_2017-04-23,51.805937868134386
air_064e203265ee5753_2017-04-23,24.645224649789885
air_066f0221b8a4d533_2017-04-23,4.748776504109631
air_06f95ac5c33aca10_2017-04-23,9.563454415535864
air_0728814bd98f7367_2017-04-23,9.092505682819327
air_0768ab3910f7967f_2017-04-23,20.378386088081264
air_07b314d83059c4d2_2017-04-23,53.36381609443364
air_07bb665f9cdfbdfb_2017-04-23,14.722589873669534
air_082908692355165e_2017-04-23,6.174684320618494
air_083ddc520ea47e1e_2017-04-23,19.541531123200855
air_0845d8395f30c6bb_2017-04-23,18.342770749694555
air_084d98859256acf0_2017-04-23,1.7749723519243346
air_0867f7bebad6a649_2017-04-23,20.55015004661281
air_08ba8cd01b3ba010_2017-04-23,13.760151245320577
air_08cb3c4ee6cd6a22_2017-04-23,15.600913806359955
air_08ef81d5b7a0d13f_2017-04-23,3.604947097745904
air_08f994758a1e76d4_2017-04-23,8.643456087185204
air_09040f6df960ddb8_2017-04-23,24.85546498258313
air_0919d54f0c9a24b8_2017-04-23,14.006663361663126
air_09661c0f3259cc04_2017-04-23,13.752237939211172
air_09a845d5b5944b01_2017-04-23,7.730448644598178
air_09fd1f5c58583141_2017-04-23,8.427737189466782
air_0a74a5408a0b8642_2017-04-23,20.592586572065283
air_0b184ec04c741a6a_2017-04-23,15.992270210057754
air_0b1e72d2d4422b20_2017-04-23,36.37411825753893
air_0b9038300f8b2b50_2017-04-23,22.219822473798
air_0e1eae99b8723bc1_2017-04-23,15.68907744683661
air_0e7c11b9abc50163_2017-04-23,38.449376303478964
air_0f0cdeee6c9bf3d7_2017-04-23,28.73266902123261
air_0f2f96335f274801_2017-04-23,3.9192644065620668
air_0f60e1576a7d397d_2017-04-23,1.0228950812633033
air_1033310359ceeac1_2017-04-23,15.01059995771142
air_10393f12e9069760_2017-04-23,14.924072074923412
air_105a7954e32dba9b_2017-04-23,46.590611099673026
air_10713fbf3071c361_2017-04-23,10.385953966456475
air_10bbe8acd943d8f6_2017-04-23,25.101111345320234
air_12c4fb7a423df20d_2017-04-23,25.75810505744855
air_138ee734ac79ff90_2017-04-23,1.0739903058294251
air_138ff410757b845f_2017-04-23,3.883049537112943
air_1408dd53f31a8a65_2017-04-23,20.967077610343033
air_142e78ba7001da9c_2017-04-23,11.636163159595942
air_1509881b22965b34_2017-04-23,7.649384455105471
air_152c1f08d7d20e07_2017-04-23,8.887328459208206
air_15ae33469e9ea2dd_2017-04-23,7.206319372060321
air_15e6e15c7ea2c162_2017-04-23,2.851392725863149
air_16179d43b6ee5fd8_2017-04-23,16.230369881383616
air_1653a6c513865af3_2017-04-23,38.86440634608405
air_168441ada3e878e1_2017-04-23,48.58481530630205
air_16c4cfddeb2cf69b_2017-04-23,17.832152257264404
air_16cf0a73233896de_2017-04-23,9.23601770867709
air_1707a3f18bb0da07_2017-04-23,21.164838183908103
air_17a6ab40f97fd4d8_2017-04-23,7.996226815128111
air_17bed6dbf7c8b0fc_2017-04-23,4.686645193192289
air_1979eaff8189d086_2017-04-23,3.7969402941928214
air_1ab60ce33bfed8a8_2017-04-23,2.8114096843594374
air_1ae94f514a0bce13_2017-04-23,7.002479502605198
air_1ba4e87ef7422183_2017-04-23,39.02263468046241
air_1c0b150f9e696a5f_2017-04-23,147.1865878209204
air_1c95a84924d72500_2017-04-23,3.6613241708417474
air_1d1e8860ae04f8e9_2017-04-23,8.075374857213044
air_1d25ca6c76df48b4_2017-04-23,51.74615187389827
air_1d3f797dd1f7cf1c_2017-04-23,36.13594705925151
air_1dd8f6f47480d1a2_2017-04-23,3.214661969943289
air_1dea9815ccd36620_2017-04-23,11.049256865919602
air_1e23210b584540e7_2017-04-23,3.515967285244458
air_1e665503b8474c55_2017-04-23,7.243044422553519
air_1eeff462acb24fb7_2017-04-23,12.40080894027393
air_1f1390a8be2272b3_2017-04-23,9.815151460988163
air_1f34e9beded2231a_2017-04-23,6.23062155571356
air_1f7f8fa557bc0d55_2017-04-23,4.0187120424829565
air_2009041dbf9264de_2017-04-23,20.406248962827977
air_20619d21192aa571_2017-04-23,16.82710769822107
air_20add8092c9bb51d_2017-04-23,46.32365706978616
air_2195cd5025a98033_2017-04-23,14.399904617037455
air_21f5052d5330528d_2017-04-23,45.486107426893724
air_220cba70c890b119_2017-04-23,17.384031291464662
air_22682e965418936f_2017-04-23,4.6616150608758815
air_228f10bec0bda9c8_2017-04-23,7.398971846800896
air_232dcee6f7c51d37_2017-04-23,6.861338763348475
air_234d3dbf7f3d5a50_2017-04-23,8.202297587699668
air_23e1b11aee2a1407_2017-04-23,70.47949661163587
air_23ee674e91469086_2017-04-23,31.974070547564914
air_24b9b2a020826ede_2017-04-23,8.240313243779152
air_24e8414b9b07decb_2017-04-23,4.738057580647
air_2545dd3a00f265e2_2017-04-23,57.657350799839385
air_256be208a979e023_2017-04-23,4.710177905110887
air_2570ccb93badde68_2017-04-23,46.85712270869271
air_258ad2619d7bff9a_2017-04-23,5.060196516094827
air_258dc112912fc458_2017-04-23,83.8585539940288
air_25c583983246b7b0_2017-04-23,14.829623422234693
air_25d8e5cc57dd87d9_2017-04-23,22.876587634921005
air_25e9888d30b386df_2017-04-23,2.507199664604067
air_2634e41551e9807d_2017-04-23,7.818854470905668
air_26c5bbeb7bb82bf1_2017-04-23,35.33753769355782
air_26f10355d9b4d82a_2017-04-23,31.300404635702208
air_275732a5db46f4d3_2017-04-23,18.38385545965466
air_27e991812b0d9c92_2017-04-23,21.298064160092082
air_28064154614b2e6c_2017-04-23,18.467988259606983
air_287d2de7d3c93406_2017-04-23,22.04851828020271
air_28a9fa1ec0839375_2017-04-23,35.36519288335805
air_28dbe91c4c9656be_2017-04-23,27.328463605415255
air_290e7a57b390f78e_2017-04-23,14.0
air_298513175efdf261_2017-04-23,31.081908661846242
air_2a184c1745274b2b_2017-04-23,2.7957737174872097
air_2a24aec099333f39_2017-04-23,8.153935329197493
air_2a3743e37aab04b4_2017-04-23,17.446525352542846
air_2a485b92210c98b5_2017-04-23,51.33053020494692
air_2a7f14da7fe0f699_2017-04-23,28.592993596793654
air_2aab19554f91ff82_2017-04-23,27.92274568831353
air_2ac361b97630e2df_2017-04-23,8.762309770423828
air_2b8b29ddfd35018e_2017-04-23,16.311378784659357
air_2b9bc9f5f5168ea1_2017-04-23,18.617180571918638
air_2bffb19a24d11729_2017-04-23,8.266902410338568
air_2c505f9ad67d4635_2017-04-23,20.798193217008414
air_2c6c79d597e48096_2017-04-23,3.47749401536721
air_2c6fef1ce0e13a5a_2017-04-23,25.14755384861815
air_2c989829acbd1c6b_2017-04-23,3.6757690109032586
air_2cee51fa6fdf6c0d_2017-04-23,33.76180551347122
air_2d3afcb91762fe01_2017-04-23,50.0
air_2d78d9a1f4dd02ca_2017-04-23,2.5003557748865406
air_2e7cb1f1a2a9cd6a_2017-04-23,17.999999999999996
air_2f8ced25216df926_2017-04-23,13.506873502859168
air_2fc149abe33adcb4_2017-04-23,38.49143654166977
air_2fc478dc9f0a6b31_2017-04-23,6.778749605904169
air_2fed81034f8834e5_2017-04-23,24.357851544024534
air_303bac187b53083a_2017-04-23,9.727417886688626
air_310e467e6e625004_2017-04-23,11.815385594162047
air_3155ee23d92202da_2017-04-23,15.260029988307881
air_31c753b48a657b6c_2017-04-23,34.9187806459123
air_32460819c7600037_2017-04-23,15.48752337792515
air_324f7c39a8410e7c_2017-04-23,14.862334363215126
air_326ca454ef3558bc_2017-04-23,19.686510857175588
air_32b02ba5dc2027f4_2017-04-23,7.591795137214158
air_32c61b620a766138_2017-04-23,27.34490868781139
air_32f5d7cd696e3c4a_2017-04-23,25.166206794554935
air_33b01025210d6007_2017-04-23,4.878681924515592
air_3440e0ea1b70a99b_2017-04-23,30.903407008650344
air_346ade7d29230634_2017-04-23,6.406367138518114
air_347be2c4feeb408b_2017-04-23,23.07216827265917
air_349278fa964bb12f_2017-04-23,21.124944871523684
air_3525f11ef0bf0c35_2017-04-23,53.43860139923272
air_35512c42db0868da_2017-04-23,7.967463990893762
air_3561fd1c0bce6a95_2017-04-23,16.772561967813285
air_35c4732dcbfe31be_2017-04-23,5.281547630678945
air_36429b5ca4407b3e_2017-04-23,16.57665645204459
air_36bcf77d3382d36e_2017-04-23,52.75791759263827
air_37189c92b6c761ec_2017-04-23,43.726353255969755
air_375a5241615b5e22_2017-04-23,2.1134859808752235
air_382f5ace4e2247b8_2017-04-23,3.048310335351532
air_383f5b2f8d345a49_2017-04-23,12.619434110134677
air_38746ffe9aa20c7e_2017-04-23,4.6045393796639384
air_396166d47733d5c9_2017-04-23,31.366340684941854
air_396942e6423a2145_2017-04-23,13.893928572398082
air_397d3f32a7196aa2_2017-04-23,3.3074892573819463
air_3980af67be35afdb_2017-04-23,2.07728374857074
air_3982a2c4ea2ed431_2017-04-23,37.287601491039815
air_399904bdb7685ca0_2017-04-23,34.23331485406451
air_39dccf7df20b1c6a_2017-04-23,31.262282772952645
air_3a8a3f8fb5cd7f88_2017-04-23,23.577130253412967
air_3aa839e8e0cb6c87_2017-04-23,30.369517821823784
air_3ac24136722e2291_2017-04-23,17.813328793373984
air_3b20733899b5287f_2017-04-23,40.769993206940285
air_3b6438b125086430_2017-04-23,18.490609619231357
air_3bb99a1fe0583897_2017-04-23,21.490474644073252
air_3bd49f98ab7f36ab_2017-04-23,7.003727051270197
air_3c05c8f26c611eb9_2017-04-23,18.859780429118235
air_3c938075889fc059_2017-04-23,14.11986951439034
air_3cad29d1a23209d2_2017-04-23,5.196349547544636
air_3caef3f76b8f26c5_2017-04-23,3.9092646165571283
air_3d3a2b509180e798_2017-04-23,2.9616496952244473
air_3e6cea17a9d2c0f1_2017-04-23,19.379380839457628
air_3e93f3c81008696d_2017-04-23,15.502671599931386
air_3f91d592acd6cc0b_2017-04-23,26.059729440892966
air_401b39f97e56b939_2017-04-23,18.561537254433986
air_4043b7ccfbffa732_2017-04-23,62.798975295937105
air_4092cfbd95a3ac1b_2017-04-23,33.936401238792584
air_40953e2d8b4f2857_2017-04-23,2.2288887925149035
air_40f6193ea3ed1b91_2017-04-23,17.86071779470436
air_414ff459ed18fa48_2017-04-23,20.634696435014796
air_41bbf6e1d9814c4b_2017-04-23,6.600712428367268
air_421670f21da5ba31_2017-04-23,3.3311230196951795
air_4254c3fc3ad078bd_2017-04-23,11.144887107849213
air_42c9aa6d617c5057_2017-04-23,54.22893705893632
air_42d41eb58cad170e_2017-04-23,25.96358204722307
air_43b65e4b05bff2d3_2017-04-23,22.205290405156408
air_43d577e0c9460e64_2017-04-23,40.25052034734951
air_4433ab8e9999915f_2017-04-23,8.796038322314383
air_4481a87c1d7c9896_2017-04-23,20.063498577947225
air_452100f5305dde64_2017-04-23,5.940983375805013
air_45326ebb8dc72cfb_2017-04-23,27.005575738145396
air_4570f52104fe0982_2017-04-23,3.6792177143191793
air_4579cb0669fd411b_2017-04-23,21.925423868501042
air_457efe8c3a30ea17_2017-04-23,4.661293357150573
air_464a62de0d57be1e_2017-04-23,28.528204074247675
air_465bddfed3353b23_2017-04-23,22.20565699874437
air_47070be6093f123e_2017-04-23,58.59745320038493
air_472b19e3b5bffa41_2017-04-23,8.688615408283237
air_473cf23b9e7c0a37_2017-04-23,9.898338767619448
air_473f98b212d37b4a_2017-04-23,30.110485864627876
air_47beaffd3806c979_2017-04-23,19.98820348540476
air_483eba479dc9910d_2017-04-23,27.98684924619622
air_48e9fc98b62495a7_2017-04-23,19.986514354901608
air_48f4da6223571da4_2017-04-23,27.245678216216085
air_48ffd31594bc3263_2017-04-23,4.315369092259465
air_49211568cab5fdee_2017-04-23,23.69913072121898
air_4974785f48853db9_2017-04-23,6.927444691418563
air_4b251b9f8373f1ae_2017-04-23,22.832669906399303
air_4b380b4db9d37883_2017-04-23,50.46258536983636
air_4b55d8aea1d2b395_2017-04-23,49.55182414524757
air_4b9085d0d46a6211_2017-04-23,1.0
air_4beac252540f865e_2017-04-23,45.95188265727455
air_4c2ed28f3f19ca52_2017-04-23,9.736992242494214
air_4c665a2bfff0da3b_2017-04-23,2.3392167395836974
air_4c727b55acdee495_2017-04-23,16.452753512701246
air_4cab15ad29c0ffbc_2017-04-23,17.307919496666884
air_4cab91146e3d1897_2017-04-23,12.436493472201628
air_4cca5666eaf5c709_2017-04-23,29.941245229675957
air_4ce7b17062a1bf73_2017-04-23,1.0
air_4d21676ed11f0bac_2017-04-23,8.98960539543353
air_4d71826793c09b22_2017-04-23,21.460800049113306
air_4d90a22572fa1ec9_2017-04-23,17.915562747734043
air_4de6d887a7b1c1fc_2017-04-23,15.414906199817882
air_4dea8d17f6f59c56_2017-04-23,4.455242395792737
air_4e1c38f68f435596_2017-04-23,36.75173084420504
air_4f762e840b3996e1_2017-04-23,20.861276829233365
air_4feeb8600f131e43_2017-04-23,7.774073654005187
air_500641aca4cf673c_2017-04-23,1.0
air_506fe758114df773_2017-04-23,34.615783123816776
air_51281cd059d7b89b_2017-04-23,8.784500922927654
air_51319e7acf0438cf_2017-04-23,14.068383465842805
air_52a08ef3efdb4bb0_2017-04-23,36.07877500592258
air_52e2a1fd42bc917a_2017-04-23,13.44705000212491
